,SECID,SECNAME,FACEVALUE,COUPONPERCENT
1406,RU000A104Y98,Балтийский лизинг ООО БО-П05,1000.0,0.01
1407,RU000A104YB4,ГПБ (АО) ГПБ-КИ-05,1000.0,0.01
1408,RU000A104YC2,ГПБ (АО) ГПБ-КИ-06,1000.0,0.01
1409,RU000A104YD0,ГПБ (АО) ГПБ-КИ-07,1000.0,0.01
1410,RU000A104YE8,ГПБ (АО) ГПБ-КИ-08,1000.0,0.01
1411,RU000A104YF5,ГПБ (АО) ГПБ-КИ-09,1000.0,0.01
1412,RU000A104YG3,ГПБ (АО) ГПБ-КИ-10,1000.0,0.01
1413,RU000A104YH1,ГПБ (АО) ГПБ-КИ-11,1000.0,0.01
1414,RU000A104YJ7,ГПБ (АО) ГПБ-КИ-12,1000.0,0.01
1415,RU000A104YK5,ГПБ (АО) ГПБ-КИ-13,1000.0,0.01
1416,RU000A104YL3,ГПБ (АО) ГПБ-КИ-14,1000.0,0.01
1417,RU000A104YR0,СФО МОС МСП 2 об. 3,941.03,9.55
1418,RU000A104YT6,ГК Самолет БО-П12,1000.0,13.25
1419,RU000A104Z48,ВЭБ.РФ ПБО-002Р-33,1000.0,10.2
1420,RU000A104Z63,ВЭБ.РФ ПБО-001Р-32,1000.0,10.2
1421,RU000A104Z71,Биннофарм Групп 001Р-02,1000.0,10.35
1422,RU000A104ZC9,КАМАЗ ПАО БО-П10,1000.0,10.8
1423,RU000A104ZK2,МВ ФИНАНС 001Р-03,1000.0,12.35
1424,RU000A104ZV9,РГ Лизинг 1P3,1000.0,19.0
1425,RU000A105054,ММЦБ ПАО БО-П01-02,1000.0,14.0
1426,RU000A1050H0,ЕАБР 003Р-001,1000.0,9.35
1427,RU000A1050X7,НИКА 001Р-01,860.0,15.0
1428,RU000A105104,МКПАО ОК РУСАЛ БО-05,1000.0,3.9
1429,RU000A105112,МКПАО ОК РУСАЛ БО-06,1000.0,3.9
1430,RU000A105146,ПИК-Корпорация 001Р-05,1000.0,5.625
1431,RU000A105161,СберИОС 001Р-534R 3Г НОВАТЭК,1000.0,0.01
1432,RU000A105179,СберИОС 001Р-533R 5Г IMOEX,1000.0,0.01
1433,RU000A1051E5,Ростелеком ПАО 002P-09R,1000.0,8.75
1434,RU000A1051T3,Мобильные ТелеСистемы 001P-22,1000.0,8.3
1435,RU000A1051U1,МТС-Банк ПАО 001P-02,1000.0,9.55
1436,RU000A1052C7,Совкомбанк Т2-01,200000.0,6.5
1437,RU000A1052E3,ДОМ.РФ АО 001Р-11R,1000.0,8.5
1438,RU000A1052T1,Каршеринг Руссия 001P-01,1000.0,13.0
1439,RU000A1052Z8,БКС Банк 001Р-06,1000.0,0.01
1440,RU000A105302,БКС Банк 001Р-07,1000.0,0.01
1441,RU000A105344,ДОМ.РФ Ипотечный агент БО 1P20,736.68,
1442,RU000A1053A9,"""Сэтл-Групп"" ООО БО 002P-01",1000.0,12.15
1443,RU000A1053H4,Лизинг-Трейд 001P-05,1000.0,19.0
1444,RU000A1053P7,ГК Сегежа 002P-05R,1000.0,10.75
1445,RU000A1053T9,ПРОМОМЕД ДМ 001P-03,1000.0,11.5
1446,RU000A1053W3,ГЛОРАКС БО-01,1000.0,14.0
1447,RU000A105401,СберИОС 001Р-535R 3Г РОСНФТ,1000.0,0.01
1448,RU000A105492,ЭНЕРГОНИКА 001Р-03,900.0,16.0
1449,RU000A1054U5,БКС Банк 001Р-08,1000.0,0.01
1450,RU000A1054W1,Полюс ПБО-02,1000.0,3.8
1451,RU000A1054X9,СберИОС 001Р-536R 5Г IMOEX,1000.0,0.01
1452,RU000A105518,ПАО ЛК Европлан 001P-05,1000.0,10.5
1453,RU000A105559,ФСК Россети ПАО БО 001P-06R,1000.0,8.7
1454,RU000A105591,Новая концесс. компания 13,1148.39,1.4
1455,RU000A1055Q0,ДОМ.РФ АО 001Р-12R,1000.0,8.85
1456,RU000A1055U2,ГК Сегежа 002P-06R,1000.0,10.75
1457,RU000A1055Y4,Почта России БО-002P-04,1000.0,9.25
1458,RU000A1055Z1,Банк ВТБ (ПАО) Б-1-314,1000.0,0.01
1459,RU000A105658,МСБ-Лизинг 002P-06,388.84,14.5
1460,RU000A105666,Сбербанк ПАО 001Р-SBER40,1000.0,9.0
1461,RU000A1056S4,"""ФСК Россети""(ПАО) БО-05",1000.0,8.5
1462,RU000A1056T2,Центр-резерв БО-02,950.0,18.0
1463,RU000A1056U0,Газпром капитал ООО ЗО27-1-Д,1000.0,4.95
1464,RU000A1057A0,МЕТАЛЛОИНВЕСТ 001P-01,1000.0,3.1
1465,RU000A1057B8,ЕАБР 003P-003,1000.0,3.75
1466,RU000A1057D4,МЕТАЛЛОИНВЕСТ 001P-02,1000.0,3.7
1467,RU000A1057K9,СберИОС 001Р-538R 3Г МАГНИТ,1000.0,0.01
1468,RU000A1057P8,РусГидро (ПАО) БО-П06,1000.0,8.5
1469,RU000A1057Q6,Банк ВТБ (ПАО) Б-1-315,1000.0,0.01
1470,RU000A105898,ДОМ.РФ Ипотечный агент БО 1P21,777.18,8.2
1471,RU000A1058K7,ЭР-Телеком Холдинг ПБО-02-02,1000.0,12.3
1472,RU000A1058M3,Балтийский лизинг ООО БО-П06,1000.0,10.9
1473,RU000A1058R2,ДОМ.РФ Ипотечный агент БО 1P22,835.95,16.6
1474,RU000A105971,Россельхозбанк БO-04RIB-002P,1000.0,0.01
1475,RU000A1059A6,Газпром капитал ООО ЗО24-1-Ф,1000.0,4.25
1476,RU000A1059D0,СберИОС 001Р-540R 3Г ЛУКОЙЛ,1000.0,0.01
1477,RU000A1059N9,"ПАО ""ЛУКОЙЛ"" ЗО-26",1000.0,4.75
1478,RU000A1059P4,"ПАО ""ЛУКОЙЛ"" ЗО-27",1000.0,2.8
1479,RU000A1059Q2,"ПАО ""ЛУКОЙЛ"" ЗО-30",1000.0,3.875
1480,RU000A1059R0,"ПАО ""ЛУКОЙЛ"" ЗО-31",1000.0,3.6
1481,RU000A1059T6,БКС Банк 001P-09,1000.0,0.01
1482,RU000A105A04,МЕТАЛЛОИНВЕСТ 028,1000.0,3.375
1483,RU000A105A61,ГМК Нор.никель БО-001Р-02,1000.0,9.75
1484,RU000A105A87,Совкомфлот ЗО-2028,1000.0,3.85
1485,RU000A105A95,Газпром капитал ООО ЗО34-1-Д,1000.0,8.625
1486,RU000A105AD7,ГК Сегежа 002P-07R,1000.0,10.83
1487,RU000A105AS5,Авангард-Агро АО БО-001P-03,1000.0,12.5
1488,RU000A105AV9,ДОМ.РФ Ипотечный агент БО 1P23,823.63,8.0
1489,RU000A105AW7,Завод КЭС 001Р-03,1000.0,20.0
1490,RU000A105AX5,ПАТРИОТ ГРУПП БО-01,1000.0,16.0
1491,RU000A105B03,СОПФ Инфраструктурные обл 3,1000.0,9.9
1492,RU000A105BK0,СберИОС 001Р-542R 3Г СБЕР,1000.0,0.01
1493,RU000A105BP9,РЕАТОРГ 001Р-01,900.0,16.0
1494,RU000A105BW5,АО СПМК БО-01,1000.0,18.0
1495,RU000A105BY1,Газпром капитал ООО ЗО28-1-Е,1000.0,1.85
1496,RU000A105BZ8,СФО Альта,813.17,10.0
1497,RU000A105C28,ГруппаЧеркизово БО-001Р-05,1000.0,9.95
1498,RU000A105C44,МКПАО ОК РУСАЛ БО-001Р-01,1000.0,3.75
1499,RU000A105C51,Газпром капитал ООО ЗО24-1-Е,1000.0,2.25
1500,RU000A105C93,Сибирское Стекло БО-П03,1000.0,17.0
1501,RU000A105CB7,ДОМ.РФ Ипотечный агент БО 1P24,829.79,7.85
1502,RU000A105CL6,СОБИ-ЛИЗИНГ 001Р-01,640.0,16.0
1503,RU000A105CM4,ХК Новотранс 001P-03,1000.0,11.7
1504,RU000A105CS1,Селигдар 001Р-01,1000.0,10.8
1505,RU000A105DL4,Новые технологии БO-01,1000.0,13.5
1506,RU000A105DN0,ФСК Россети БО-06,1000.0,9.7
1507,RU000A105DR1,ФСК Россети БО-07,1000.0,9.7
1508,RU000A105DS9,АПРИ ФП БО-002Р-01,1000.0,21.0
1509,RU000A105ER9,БКС Банк 001P-10,1000.0,0.01
1510,RU000A105EV1,ЕАБР 003P-004,1000.0,3.5
1511,RU000A105EW9,ГК Сегежа 003P-01R,1000.0,4.15
1512,RU000A105FM7,О'КЕЙ Финанс 001P-01,1000.0,11.5
1513,RU000A105FS4,Селектел 001P-02R,1000.0,11.5
1514,RU000A105FU0,Интерлизинг 001Р-04,1000.0,12.35
1515,RU000A105G81,ДОМ.РФ АО 001Р-13R,1000.0,9.15
1516,RU000A105G99,СФО ВТБ РКС Эталон 01,894.11,11.0
1517,RU000A105GE2,Газпром капитал ООО БО-001Р-07,1000.0,9.15
1518,RU000A105GN3,Борец Капитал ЗО-2026,1000.0,6.0
1519,RU000A105GQ6,СберИОС 001Р-544R 3Г IMOEX,1000.0,0.01
1520,RU000A105GS2,Южуралзолото 001P-01,1000.0,3.95
1521,RU000A105GU8,Автодор ГК БО-004Р-02,1000.0,9.45
1522,RU000A105GV6,ФПК Гарант-Инвест БО 002Р-05,1000.0,14.75
1523,RU000A105GW4,ГПБ (АО) БО 001Р-22Р,1000.0,9.1
1524,RU000A105H23,ДОМ.РФ Ипотечный агент БО 1P25,714.31,9.35
1525,RU000A105H64,ПАО ММК ЗО-2024,1000.0,4.375
1526,RU000A105H98,Эфферон 01,1000.0,13.5
1527,RU000A105HC4,РусГидро (ПАО) БО-П07,1000.0,9.0
1528,RU000A105HH3,РЕСО-Лизинг ООО БО-02П-02,1000.0,
1529,RU000A105HJ9,АЛЬФА-БАНК Б2Р18,1000.0,9.25
1530,RU000A105HN1,АО Авто Финанс Банк БО-001Р-10,1000.0,10.6
1531,RU000A105JF3,ДОМ.РФ Ипотечный агент БО 1P26,876.84,16.47
1532,RU000A105JG1,Позитив Текнолоджиз 001Р-02,1000.0,10.55
1533,RU000A105JH9,Газпром капитал ООО ЗО27-2-Д,1000.0,3.0
1534,RU000A105JP2,ИКС 5 ФИНАНС 002Р-02,1000.0,8.9
1535,RU000A105JT4,Газпром капитал ООО ЗО31-1-Д,1000.0,3.5
1536,RU000A105JU2,ВЭБ.РФ ПБО-001Р-34,1000.0,9.35
1537,RU000A105K85,Атомэнергопром АО 001Р-02,1000.0,8.95
1538,RU000A105KB0,ГТЛК БО 002P-02,1000.0,11.7
1539,RU000A105KP0,Газпром нефть БО 003P-05R,1000.0,9.0
1540,RU000A105KQ8,Магнит ПАО БО-004Р-01,1000.0,9.15
1541,RU000A105KR6,Восточная Стивидор.Ком 1P-03R,1000.0,11.25
1542,RU000A105KU0,Газпром капитал ООО ЗО29-1-Д,1000.0,2.95
1543,RU000A105KW6,ЕАБР 003P-005,1000.0,9.7
1544,RU000A105L01,Россельхозбанк БO-01-002P,1000.0,8.9
1545,RU000A105L27,АФК Система БО 001Р-24,1000.0,10.0
1546,RU000A105LC6,Ростелеком ПАО 001P-06R,1000.0,8.85
1547,RU000A105LN3,ДОМ.РФ Ипотечный агент БО 1P27,795.0,7.4
1548,RU000A105LS2,Реиннольц 001Р-02,1000.0,18.0
1549,RU000A105LY0,СОПФ Инфраструктурные обл 4,1000.0,9.95
1550,RU000A105M59,ЛК Роделен БО 001Р-03,1000.0,15.0
1551,RU000A105M67,ГруппаЧеркизово БО-001Р-06,1000.0,11.3
1552,RU000A105M75,МЕТАЛЛОИНВЕСТ 001P-03,1000.0,3.25
1553,RU000A105M83,ВЭБ.РФ ПБО-001Р-35,1000.0,9.55
1554,RU000A105M91,Синара Транспортные Машины 1P3,1000.0,11.5
1555,RU000A105MD2,СберИОС 001Р-547R 3Г МТС,1000.0,0.01
1556,RU000A105ML5,ГМК Нор.никель БО-001Р-05,1000.0,3.95
1557,RU000A105MN1,ДОМ.РФ АО 002P-01,1000.0,
1558,RU000A105MP6,ДОМОДЕДОВО ФьюэлФ 002Р-01,1000.0,12.8
1559,RU000A105MW2,РусГидро (ПАО) БО-П08,1000.0,8.4
1560,RU000A105N58,Концерн РОССИУМ ООО 003P-01,1000.0,17.0
1561,RU000A105NA6,Мобильные ТелеСистемы 001P-23,1000.0,8.4
1562,RU000A105NB4,ТГК-1 БО-001Р-01,1000.0,9.25
1563,RU000A105ND0,Калининградская область 35007,1000.0,10.3
1564,RU000A105NE8,ИКС 5 ФИНАНС 002Р-03,1000.0,8.68
1565,RU000A105NK5,МОЭК ПАО БО 001Р-05,1000.0,9.3
1566,RU000A105NN9,ДОМ.РФ Ипотечный агент БО 1P29,820.87,17.7
1567,RU000A105NP4,ДОМ.РФ Ипотечный агент БО 1P30,787.9,9.46
1568,RU000A105NT6,Магаданская область ГО2022,1000.0,10.61
1569,RU000A105NY6,ДОМ.РФ Ипотечный агент БО 1P31,747.51,
1570,RU000A105NZ3,ДОМ.РФ Ипотечный агент БО 1P32,862.59,16.7
1571,RU000A105P72,ДОМ.РФ Ипотечный агент БО 1P28,807.39,7.75
1572,RU000A105PH6,Россети ПАО БО 001P-07R,1000.0,8.8
1573,RU000A105PJ2,МГКЛ 001Р-02,1000.0,16.5
1574,RU000A105PK0,Ювелит 001P-01,1000.0,13.4
1575,RU000A105PP9,ЕвроТранс БО-001Р-01,1000.0,13.5
1576,RU000A105PQ7,МКПАО ОК РУСАЛ БО-001P-02,1000.0,3.95
1577,RU000A105PR5,ИЭК ХОЛДИНГ 001P-01,1000.0,12.7
1578,RU000A105PY1,Банк ВТБ (ПАО) Б-1-324,1000.0,0.01
1579,RU000A105Q06,МКПАО ОК РУСАЛ БО-001P-03,1000.0,3.65
1580,RU000A105Q63,Уральская Сталь БО-001Р-01,1000.0,10.8
1581,RU000A105Q71,ДелоПортс ООО БО 001P-03,1000.0,11.0
1582,RU000A105Q89,ГИДРОМАШСЕРВИС АО 001Р-01,1000.0,12.0
1583,RU000A105Q97,Джи-групп 002P-02,1000.0,14.5
1584,RU000A105QW3,Газпром капитал ООО БЗО26-1-Д,1000.0,4.599
1585,RU000A105QX1,Газпром Капитал БЗО26-1-Е,1000.0,3.897
1586,RU000A105QZ6,Агротек БО-01,1000.0,16.5
1587,RU000A105R62,Газпром капитал ООО ЗО28-1-Д,1000.0,4.95
1588,RU000A105R96,СберИОС 001Р-551R 3Г РОСН,1000.0,0.01
1589,RU000A105RF6,Лизинг-Трейд 001P-06,1000.0,14.5
1590,RU000A105RG4,Газпром капитал ООО ЗО26-1-Д,1000.0,5.15
1591,RU000A105RH2,Газпром капитал ООО ЗО37-1-Д,1000.0,7.288
1592,RU000A105RQ3,Банк ВТБ (ПАО) Б-1-321,1000.0,0.01
1593,RU000A105RW1,"ППК РЭО, обл.01",1000.0,18.0
1594,RU000A105RZ4,Газпром капитал ООО ЗО27-1-Е,1000.0,1.5
1595,RU000A105S87,СберИОС 001Р-553R 5Г SBER,1000.0,0.01
1596,RU000A105SD9,Сбербанк ПАО 001Р-SBER42,1000.0,8.8
1597,RU000A105SF4,ДОМ.РФ АО 001P-14R,1000.0,8.55
1598,RU000A105SG2,Газпром капитал ООО ЗО30-1-Д,1000.0,3.25
1599,RU000A105SK4,ЛК Роделен БО 001Р-04,1000.0,14.0
1600,RU000A105SL2,РусГидро (ПАО) БО-П09,1000.0,9.2
1601,RU000A105SP3,ГК Сегежа 003P-02R,1000.0,10.6
1602,RU000A105SX7,АБЗ-1 001P-03,1000.0,14.25
1603,RU000A105SZ2,СибАвтоТранс 001Р-01,1000.0,18.0
1604,RU000A105TK2,Россельхозбанк БO-18-002P,1000.0,8.92
1605,RU000A105TP1,Магнит ПАО БО-004Р-03,1000.0,9.2
1606,RU000A105TR7,АРЕНЗА-ПРО 001P-01,1000.0,14.5
1607,RU000A105TS5,ЕвроТранс БО-001Р-02,1000.0,13.4
1608,RU000A105TY3,Вымпел-Коммуникации 001Р-06,1000.0,10.55
1609,RU000A105U00,Газпром капитал ООО БО-001Р-08,1000.0,9.2
1610,RU000A105UB9,ВЭБ.РФ ПБО-001Р-К418,1000.0,8.88
1611,RU000A105UC7,ИА Титан-5 А,714.3,10.65
1612,RU000A105UD5,ИА Титан-5 Б,1000.0,11.0
1613,RU000A105UE3,ИА Титан-5 В,1000.0,
1614,RU000A105UU9,Ростелеком ПАО 002P-10R,1000.0,9.2
1615,RU000A105UW5,АЛЬФА-БАНК Б2Р21,1000.0,9.35
1616,RU000A105V74,Элемент Лизинг БО 001P-04,695.3,10.55
1617,RU000A105V82,Автодор ГК БО-003Р-03,1000.0,10.3
1618,RU000A105V90,Евразийский банк развития 3P-6,1000.0,10.35
1619,RU000A105VC5,Полюс ПБО-03,1000.0,10.4
1620,RU000A105VL6,Газпром капитал ООО ЗО25-1-Е,1000.0,4.364
1621,RU000A105VQ5,Россети ПАО БО 001P-08R,1000.0,16.3
1622,RU000A105VR3,Банк ДОМ.РФ 001Р-01,1000.0,9.7
1623,RU000A105VU7,Эталон-Финанс 002Р-01,1000.0,13.7
1624,RU000A105W08,МЕТАЛЛОИНВЕСТ 001P-04,1000.0,
1625,RU000A105W57,СберИОС 001Р-556R 3Г НОВАТЭК,1000.0,0.01
1626,RU000A105W81,Вымпел-Коммуникации 001Р-05,1000.0,9.35
1627,RU000A105WC3,Вымпел-Коммуникации 001Р-01,1000.0,9.32
1628,RU000A105WH2,Газпром капитал ООО ЗО26-1-Е,1000.0,2.5
1629,RU000A105WJ8,Газпром капитал ООО ЗО25-2-Е,1000.0,2.95
1630,RU000A105WK6,Вымпел-Коммуникации 001Р-04,1000.0,8.85
1631,RU000A105WP5,Вымпел-Коммуникации 001Р-07,1000.0,9.85
1632,RU000A105WR1,АЗБУКА ВКУСА БОП2,1000.0,10.25
1633,RU000A105WX9,СберИОС 001Р-557R СБЕР КС,1000.0,0.01
1634,RU000A105WZ4,Лизинг-Трейд 001P-07,1000.0,14.5
1635,RU000A105X64,"""Сэтл-Групп"" ООО БО 002P-02",1000.0,12.2
1636,RU000A105X80,Вымпел-Коммуникации 001Р-08,1000.0,8.02
1637,RU000A105XA5,Газпром капитал ООО ЗО27-1-ФР,5000.0,1.54
1638,RU000A105XE7,Вымпел-Коммуникации 001Р-02,1000.0,9.3
1639,RU000A105XF4,ГЛОРАКС 001Р-01,1000.0,15.0
1640,RU000A105XG2,Банк ДОМ.РФ СУБ-T2-1,10000000.0,13.0
1641,RU000A105Y30,Интерлизинг 001Р-05,1000.0,12.0
1642,RU000A105YA3,Группа компаний Медси 001P-01,1000.0,9.85
1643,RU000A105YB1,Группа компаний Медси 001P-02,1000.0,10.35
1644,RU000A105YF2,Страна Девелопмент 02,1000.0,14.5
1645,RU000A105YH8,ВЭБ.РФ ПБО-002Р-36,1000.0,
1646,RU000A105YK2,Вымпел-Коммуникации 001Р-03,1000.0,7.3
1647,RU000A105YQ9,БИЗНЕС АЛЬЯНС 001P-01,1000.0,14.85
1648,RU000A105YV9,Вымпел-Коммуникации 001Р-09,1000.0,10.55
1649,RU000A105Z70,Банк ВТБ (ПАО) Б-1-325,1000.0,0.01
1650,RU000A105ZN3,Банк ВТБ (ПАО) Б-1-318,1000.0,8.13
1651,RU000A105ZP8,Мобильные ТелеСистемы 001P-24,1000.0,9.05
1652,RU000A105ZR4,СберИОС 001Р-559R 3Г ЛУКОЙЛ,1000.0,0.01
1653,RU000A105ZX2,Борец Капитал 001Р-01,1000.0,11.85
1654,RU000A106037,РусГидро (ПАО) БО-П10,1000.0,17.3
1655,RU000A106045,Банк ВТБ (ПАО) Б-1-322,1000.0,0.01
1656,RU000A1060Q0,Совкомфлот 001Р-01 CNY,1000.0,4.95
1657,RU000A1060X6,ООО Озон 001Р-01,1000.0,13.0
1658,RU000A1060Y4,ВИС ФИНАНС БО-П03,1000.0,12.9
1659,RU000A106144,Балтийский лизинг ООО БО-П07,1000.0,11.0
1660,RU000A106151,Хайтэк-Интеграция 001P-01,1000.0,15.0
1661,RU000A106169,"ППК РЭО, обл.02",1000.0,18.35
1662,RU000A1061A2,ПРОМОМЕД ДМ 002P-01,1000.0,12.05
1663,RU000A1061E4,СберИОС 001Р-560R IMOEX,1000.0,0.01
1664,RU000A1061F1,Россельхозбанк БO-07-002P,1000.0,8.5
1665,RU000A1061K1,ЕвроТранс БО-001Р-03,1000.0,13.6
1666,RU000A1061L9,Южуралзолото 001P-02,1000.0,5.5
1667,RU000A106268,АЛЬФА-БАНК Б2Р22,1000.0,9.7
1668,RU000A1062J1,СФО ВТБ РКС Эталон 02,1000.0,11.0
1669,RU000A1062L7,РОСБАНК БО-003Р-01,1000.0,9.85
1670,RU000A1062M5,Селигдар GOLD01,5963.38,5.5
1671,RU000A106375,Газпром Капитал 07,1000.0,
1672,RU000A1063Y8,Аквилон-Лизинг БО-02-001P,1000.0,14.5
1673,RU000A1064G3,ГПБ (АО) БО 001Р-26Р,1000.0,10.0
1674,RU000A1064L3,ЕАБР 003P-007,1000.0,
1675,RU000A1064X8,ЗАСЛОН 001Р-01,1000.0,12.5
1676,RU000A1064Y6,СУЭК-Финанс 001Р-07R,1000.0,3.385
1677,RU000A106516,ФосАгро БО-П01,1000.0,9.4
1678,RU000A106540,МВ ФИНАНС 001Р-04,1000.0,13.05
1679,RU000A106565,Газпром нефть БО 003P-06R,1000.0,17.3
1680,RU000A1065A3,Россети ПАО БО 001P-10R,1000.0,11.15
1681,RU000A1065B1,АБЗ-1 001P-04,1000.0,13.75
1682,RU000A1065C9,Россети ПАО БО 001P-09R,1000.0,10.44
1683,RU000A1065F2,СберИОС 001Р-561R 3Г IMOEX,1000.0,0.01
1684,RU000A1065H8,Кузина БО-П02,1000.0,16.5
1685,RU000A1065K2,ДОМ.РФ АО 001P-15R,1000.0,8.85
1686,RU000A1065M8,АйДи Коллект 03,1000.0,15.0
1687,RU000A1065R7,ДОМ.РФ Ипотечный агент БО 1P33,852.61,8.6
1688,RU000A1065S5,МегаФон ПАО БО-002P-03,1000.0,8.9
1689,RU000A1065Y3,Агротек БО-02,1000.0,15.0
1690,RU000A106607,Минфин Ульяновской обл. 34005,1000.0,10.6
1691,RU000A106631,АПРИ ФП БО-002Р-02,1000.0,18.0
1692,RU000A106656,Южуралзолото 001P-03,1000.0,10.05
1693,RU000A106672,Газпром капитал ООО БО-001Р-05,1000.0,9.8
1694,RU000A1066A1,Уральская Сталь БО-001Р-02,1000.0,10.6
1695,RU000A1066J2,"ПАО ""ТГК-14"" 001Р-01",1000.0,14.0
1696,RU000A1067A9,СберИОС 001Р-564R 5Г AC SBER,1000.0,0.01
1697,RU000A1067H4,ЛЕГЕНДА БО 002Р-01,1000.0,
1698,RU000A1067N2,Банк ВТБ (ПАО) Б-1-326,1000.0,0.01
1699,RU000A1067T9,ЭкономЛизинг 001Р-04,1000.0,14.0
1700,RU000A106862,ФПК Гарант-Инвест БО 002Р-06,1000.0,13.0
1701,RU000A106888,Группа ЛСР ПАО БО 001Р-08,1000.0,12.75
1702,RU000A1068R1,Россельхозбанк БO-02-002P,1000.0,16.84
1703,RU000A1068S9,ЛайфСтрим БО-П02,1000.0,13.5
1704,RU000A1068T7,СОПФ Инфраструктурные обл 5,1000.0,9.65
1705,RU000A106912,ЕвроХим МХК АО БО-001Р-09,1000.0,5.515
1706,RU000A106938,НОВАТЭК 001P-01,1000.0,9.1
1707,RU000A106946,Совкомбанк Лизинг БО-П06,1000.0,10.0
1708,RU000A106987,Лизинг-Трейд 001P-08,1000.0,14.5
1709,RU000A106995,Банк ВТБ (ПАО) С-1-510,1000.0,0.0
1710,RU000A1069F4,Банк ВТБ (ПАО) С-1-516,1000.0,0.0
1711,RU000A1069H0,Банк ВТБ (ПАО) С-1-518,1000.0,0.01
1712,RU000A1069J6,Банк ВТБ (ПАО) С-1-519,1000.0,0.01
1713,RU000A1069N8,ГМК Нор.никель БО-09,1000.0,
1714,RU000A1069P3,Сбербанк ПАО 002Р-SBER44,1000.0,9.35
1715,RU000A1069Y5,Пенсионный холдинг 01,1000000.0,
1716,RU000A106A78,Софтлайн 002Р-01,1000.0,12.4
1717,RU000A106A86,Каршеринг Руссия 001P-02,1000.0,12.7
1718,RU000A106A94,Банк ВТБ (ПАО) Б-1-323,1000.0,0.01
1719,RU000A106AB9,СберИОС 001Р-566R 3Г КС85,1000.0,0.01
1720,RU000A106AH6,О'КЕЙ ООО БО 001Р-05,1000.0,11.75
1721,RU000A106AJ2,АЛЬФА-БАНК Б2Р23,1000.0,9.6
1722,RU000A106AK0,СОБИ-ЛИЗИНГ 001Р-02,850.0,14.3
1723,RU000A106AP9,СберИОС 001Р-567R 5Г AC IMOEX,1000.0,0.01
1724,RU000A106AQ7,СберИОС 001Р-568R 3Г TATN,1000.0,0.01
1725,RU000A106AT1,Газпром капитал ООО БО-001Р-06,1000.0,10.0
1726,RU000A106AU9,Ультра БО-01,1000.0,16.0
1727,RU000A106BQ5,Мобильные ТелеСистемы 001P-25,1000.0,9.0
1728,RU000A106C50,СЕЛЛ-Сервис БО-П02,1000.0,15.0
1729,RU000A106C92,Автодор ГК БО-004Р-04,1000.0,10.17
1730,RU000A106CA7,Россельхозбанк БO-16-002P,1000.0,8.75
1731,RU000A106CB5,СибАвтоТранс 001Р-02,1000.0,14.5
1732,RU000A106CL4,УОМЗ ПО АО БО-05,1000.0,
1733,RU000A106CM2,СмартФакт БО-01-001P,1000.0,15.75
1734,RU000A106CN0,ДОМ.РФ АО 001P-16R,1000.0,9.05
1735,RU000A106CR1,Ред Софт БО 002Р-04,1000.0,14.0
1736,RU000A106CU5,Трансмашхолдинг АО ПБО-07,1000.0,10.2
1737,RU000A106D18,МСБ-Лизинг 003P-01,1000.0,13.5
1738,RU000A106D59,Межд.Банк Эк.Сотруд. 002P-01,1000.0,10.75
1739,RU000A106D83,СберИОС 001Р-570R 3Г КС85,1000.0,0.01
1740,RU000A106DN8,Банк ВТБ (ПАО) Б-1-319,1000.0,8.17
1741,RU000A106DP3,РЕСО-Лизинг ООО БО-П-22,1000.0,10.9
1742,RU000A106DV1,ТД РКС-Сочи 002Р-03,1000.0,15.25
1743,RU000A106E33,АЛЬФА-БАНК Б1Р04,1000.0,0.01
1744,RU000A106EB1,СберИОС 001Р-571R 5Г AC IMOEX,1000.0,0.01
1745,RU000A106EM8,Балтийский лизинг ООО БО-П08,1000.0,10.7
1746,RU000A106EP1,ПР-Лизинг ООО БО 002Р-02,1000.0,12.5
1747,RU000A106EU1,СберИОС 001Р-572R 5Г AC SBER,1000.0,0.01
1748,RU000A106EV9,КИФА 001P-01,1000.0,14.5
1749,RU000A106EX5,СберИОС 001Р-573R 3Г АФКC,1000.0,0.01
1750,RU000A106EZ0,ВИС ФИНАНС БО-П04,1000.0,12.9
1751,RU000A106F08,МИКРАН БО-01,1000.0,12.5
1752,RU000A106F40,ПАО ЛК Европлан 001P-06,1000.0,10.25
1753,RU000A106FM5,ДОМ.РФ Ипотечный агент БО 1P34,938.43,16.9
1754,RU000A106FN3,СПМК БО-02,1000.0,14.4
1755,RU000A106FQ6,Банк ВТБ (ПАО) Б-1-327,1000.0,0.01
1756,RU000A106FR4,Автодор ГК БО-005Р-01,800.0,10.31
1757,RU000A106FT0,Республика Башкортостан 34013,1000.0,9.35
1758,RU000A106FV6,Россельхозбанк БO-12-002P,1000.0,9.95
1759,RU000A106FW4,МГКЛ 001Р-03,1000.0,16.0
1760,RU000A106G31,ФосАгро ЗО25-Д,1000.0,3.05
1761,RU000A106G56,ФосАгро ЗО28-Д,1000.0,2.6
1762,RU000A106G64,СберИОС 001Р-574R 3Г КС9,1000.0,0.01
1763,RU000A106G72,СберИОС 001Р-575R 5Г AC MOEXOG,1000.0,0.01
1764,RU000A106GB6,Лизинг-Трейд 001P-09,1000.0,14.0
1765,RU000A106GC4,АРЕНЗА-ПРО 001P-02,1000.0,13.0
1766,RU000A106GD2,РусГидро (ПАО) БО-П11,1000.0,9.5
